nombre_original;nombre_amigable;TAG MANTTO;TIPO;Material;TAMAÑOS;ANSI;OBSERVACIONES;TécniFicha;Imagen
Solid2;"NIPLE ROSCADO 1/2""-2""";;Accesorios roscados;Génerico;;;;;Activos/Imagenes/Esparrágo/Niple01.png
Sólido1_20;TRANSMISOR DE PRESIÓN;;Equipos;Génerico;;;"Señal de salida: 4-20 mA: (analógica)/HART/Modbus / Alimentación: 12-36 VDC (típica 24 VDC) / Precisión: ±0.04% URL o mejor (según
fabricante y configuración)";Activos/Documentos_Técnicos/Indicador presión/TF-108.pdf;Activos/Imagenes/REGISTRADOR/PIT-01.png
Sólido1_19;TRANSMISOR DE PRESIÓN;;Equipos;Génerico;;;"Señal de salida: 4-20 mA: (analógica)/HART/Modbus / Alimentación: 12-36 VDC (típica 24 VDC) / Precisión: ±0.04% URL o mejor (según
fabricante y configuración)";Activos/Documentos_Técnicos/Indicador presión/TF-108.pdf;Activos/Imagenes/REGISTRADOR/PIT-01.png
Sólido1_21;TRANSMISOR DE PRESIÓN;;Equipos;Génerico;;;"Señal de salida: 4-20 mA: (analógica)/HART/Modbus / Alimentación: 12-36 VDC (típica 24 VDC) / Precisión: ±0.04% URL o mejor (según
fabricante y configuración)";Activos/Documentos_Técnicos/Indicador presión/TF-108.pdf;Activos/Imagenes/REGISTRADOR/PIT-01.png
Solid1_125;TAPÓN DE CABEZA HEXAGONAL AVELLANADO;;Tornillería;Latón,amarrillo claro;;;;;Activos/Imagenes/Esparrágo/TAPON01.png
Solid1_126;TAPÓN DE CABEZA HEXAGONAL AVELLANADO;;Tornillería;Latón,amarrillo claro;;;;;Activos/Imagenes/Esparrágo/TAPON01.png
Solid1_127;TAPÓN DE CABEZA HEXAGONAL AVELLANADO;;Tornillería;Latón,amarrillo claro;;;;;Activos/Imagenes/Esparrágo/TAPON01.png
Sólido1_4;SOPORTE COMPUTADOR DE FLUJO;;Soportes;Génerico;;;;;
Solid1_144;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Solid1_659;"TERMOPOZO DE 3/4""";;Equipos;Génerico;;;;;
Sólido10;BARRIDO DE TUBERÍA;;Tubería;Cobre;;;;;
Solid2_132;"VÁLVULA DE BOLA 2 CUERPOS 4""";VAL-101;Bola;WCB/XCC;de 2 a 12 in;150-300-600;Conexiones: FLG-RF x FLG-RF / Modelo: Side Entry;Activos/Documentos_Técnicos/Válvulas/TF-104.pdf;Activos/Imagenes/Valvulas/Valvulabola.png
Solid1_146;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Solid7_1;"TEE RECTA 4""";;Accesorios soldados;Acero, carbono;;;;;
Solid1_135;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Solid2_130;"VÁLVULA DE BOLA 2 CUERPOS 4""";VAL-101;Bola;WCB/XCC;de 2 a 12 in;150-300-600;Conexiones: FLG-RF x FLG-RF / Modelo: Side Entry;Activos/Documentos_Técnicos/Válvulas/TF-104.pdf;Activos/Imagenes/Valvulas/Valvulabola.png
Solid7;"TEE RECTA 4""";;Accesorios soldados;Acero, carbono;;;;;
Solid1_2;"CODO 4""-90°";;Accesorios soldados;Acero,Carbono;;;;;Activos/Imagenes/Codos/CODO-02.png
Solid1;"CODO 4""-90°";;Accesorios soldados;Acero,Carbono;;;;;Activos/Imagenes/Codos/CODO-02.png
Solid1_150;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Solid2_133;"VÁLVULA DE BOLA 2 CUERPOS 4""";VAL-101;Bola;WCB/XCC;de 2 a 12 in;150-300-600;Conexiones: FLG-RF x FLG-RF / Modelo: Side Entry;Activos/Documentos_Técnicos/Válvulas/TF-104.pdf;Activos/Imagenes/Valvulas/Valvulabola.png
Solid3;"BRIDA CIEGA 4""";;Accesorios soldados;Génerico;;;;;
Solid1_129;"TEE 1/2""";;Accesorios soldados;Acero;;;;;Activos/Imagenes/Conector/CON-03.png
Solid1_134;"TUBERÍA 4""";;"Tubería de acero al carbono sin
costuras o con costura longitudinal";Acero, carbono;De 2 a 49 in;;Normas de fabricación: API 5L / Modelos: R10 – R25 – R50 – FC /Grados: GRB, X42, X52, X60, X65;Activos/Documentos_Técnicos/Tuberías/TF-110.pdf;Activos/Imagenes/Tuberias/TUB1.png
Solid1_553;"CONECTOR RECTO 1/4""";;Tornillería;Acero inoxidable, austenítico;;;;;Activos/Imagenes/Conector/CON-01.png
